rumor,truth,published_date,origin,url,truth_summary,rumor_province,rumor_city,category
多地可低价代缴采暖费,近期，随着每年一度的供热采暖季到来，网上出现涉及多地的“低价代缴采暖费”等信息，声称可以“九五折”“九折”折扣形式低价代缴采暖费。对此，郑州热力集团、济南热力集团、天津能源集团等多家供热公司相继发布公告，声明各地供热单位从未也不会授权个人代收代缴采暖费，网络平台上出现的“九五折”折扣形式和低价代缴采暖费等信息均为虚假广告，涉嫌诈骗分子洗钱犯罪。供热单位提醒广大网友通过正规渠道缴纳费用，警惕代充骗局。,2023/11/13,河南日报、天津能源集团、济南热力集团,https://www.piyao.org.cn/20231113/ab8dfee82b244c3c874f77478059a094/c.html,多地供热公司辟谣"低价代缴采暖费"为虚假广告，警惕诈骗。,无,无,公共政策
得了支原体肺炎最好输液治疗并“洗肺”,近期，儿童支原体肺炎广受关注。针对“支原体肺炎是否需要输液并‘洗肺’”这一热点问题，新华社记者采访儿科专家获悉，静脉输液方式并不一定比口服治疗效果更好，应根据患儿的病情选择治疗方式：重症肺炎的患儿可以选择静脉输液，而大部分轻症患儿，可以口服药物治疗。至于“洗肺”（肺灌洗），其有严格的操作指征，比如患儿出现了肺不张、局部实变，甚至有坏死和痰栓形成等非常严重的炎症反应，才需要在支气管镜下进行肺灌洗，让气道通畅，同时在镜下观察肺部病变的程度。专家提醒怀疑感染肺炎的患者应及时到医院就医，确诊后进行有针对性的治疗。,2023/11/13,新华社,https://www.piyao.org.cn/20231113/ab8dfee82b244c3c874f77478059a094/c.html,儿童支原体肺炎治疗需个体化，重者可输液，轻者口服药；"洗肺"适用严重病例。,无,无,科学常识
23省44城自来水检出疑似致癌物,近期，一则“23省44城自来水检出消毒副产品（亚硝基二甲胺）致癌物”的消息在某短视频平台传播。经查证，早在2016年10月，新华社、“网信四川”、上海辟谣平台等针对此消息已进行多次报道辟谣。,2023/11/10,中国互联网联合辟谣平台,https://www.piyao.org.cn/20231110/fe044a0b69e14813ba61ced3d691b425/c.html,2016年起，多平台辟谣23省44城自来水致癌物传言,无,无,食药卫生
苏打水能调节身体酸碱平衡,靠饮食调节人体酸碱平衡的说法，并不科学，喝苏打水改变酸碱体质的说法也是无稽之谈。健康人体的内环境，能自动保持在合适的pH值范围，为体内的生理活动提供稳定的环境。比如血液的pH值会一直恒定在7.35~7.45，不会因为喝了苏打水而改变。而血液pH值的剧烈改变，往往是由于重大疾病，如癌症等。,2023/11/10,中国互联网联合辟谣平台,https://www.piyao.org.cn/20231110/fe044a0b69e14813ba61ced3d691b425/c.html,饮食调节酸碱平衡不科学，喝苏打水改变体质说法无依据。,无,无,食药卫生
广东居民阶梯电价进入“非夏季标准”，要涨价了,近日，随着广东居民阶梯电价进入“非夏季标准”，网上流传“广东冬季电价涨价”“电费更高了”的说法。对此，广东电网回应称，网传消息是谣言，广东省居民电价没有变化。根据《广东省发展改革委关于调整销售电价等有关问题的通知》（粤发改价格〔2017〕498号）公布的广东省居民生活电价价目表，居民生活电价标准从2017年4月1日起执行至今。广东居民阶梯电价也并未改变，根据《关于我省居民生活用电试行阶梯电价有关问题的通知》（粤价〔2012〕135号），将电量分档划分为夏季标准和非夏季标准，每年的5-10月执行夏季标准，11月-次年4月执行非夏季标准。此规定自2012年7月1日起便已实施。,2023/11/9,中国互联网联合辟谣平台,https://www.piyao.org.cn/20231109/b985e35711e940708e8255eeec78d6e2/c.html,广东否认冬季电价上涨，强调电价、阶梯电价标准未变。,广东,无,公共政策
油锅起火用水、汽水进行灭火,当家中油锅起火时，利用水、汽水进行灭火时，火势反而会加大。这是由于水的低温遇上油品的高温，剧烈反应形成爆燃，爆燃的高温会对人体造成损伤。日常生活中，油锅起火比较常见，如果处理不当很容易产生严重的火灾事故。在扑灭油锅起火时，应当使用锅盖覆盖及湿毛巾覆盖等方式，灭火的过程中，还要注意保护手部及腕部，防止被高温烫伤。,2023/11/9,“CCTV生活圈”微信公众号,https://www.piyao.org.cn/20231109/b985e35711e940708e8255eeec78d6e2/c.html,油锅起火禁用水，用锅盖或湿巾扑灭，注意手部防护。,无,无,公共安全
北京“取消地价上限”,近日，有媒体报道称“北京拟在今年的第三批次供地中取消地价上限”。11月7日，北京市规划和自然资源委员会对此回应表示，北京“取消地价上限”为不实消息。北京市将坚决贯彻党中央、国务院决策部署，坚决落实“稳地价、稳房价、稳预期”工作目标，继续坚持“房地联动”，确保首都房地产市场平稳健康发展。,2023/11/8,“新华视点”微信公众号,https://www.piyao.org.cn/20231108/47805015d5df479299f3b6f706b87f78/c.html,北京否认取消地价上限，将确保房地产市场稳定。,北京,无,公共政策
喝酒能防寒？吃高热量的食物能暖身,最近，多地出现连续降温，有关“如何抗寒保暖”的话题受到热议，诸如“喝酒能防寒”“吃高热量的食物能暖身”的说法也混杂其中。实际上，“喝酒暖身”的现象只是暂时性的。因为人在喝酒后，热量会通过皮肤加速散发，这比酒精供给的热量还要多。当热量产生的速度小于散失的速度时，体温便会下降，人会感觉更冷。所以喝酒不仅不能暖身，起不到御寒的作用，还容易使人感冒。此外，油炸食品、曲奇、蛋糕等食物热量虽高，却不能暖身。过量食用还会导致营养过剩，体重超标。,2023/11/8,“CCTV纪录”微信公众号,https://www.piyao.org.cn/20231108/47805015d5df479299f3b6f706b87f78/c.html,饮酒防寒反致寒，高热食物不保暖。,无,无,科学常识
兰州新区有学生失踪并发生人身伤害事故,近日，网传“兰州新区职教园区某学校有学生失踪，并发生人身伤害事故”。经当地公安机关查证，该信息为谣言。目前，涉嫌编造谣言的违法行为人已被公安机关依法行政拘留。,2023/11/7,“甘肃省网络违法和不良信息举报中心”微信公众号、“兰州新区公安”微信公众号,https://www.piyao.org.cn/20231107/d0810a5ef0ea4b0f88947b295cc898d8/c.html,谣言称兰州一学校有学生失踪及人身伤害，已被警方辟谣并拘留造谣者。,甘肃,兰州,突发事件
北京新增摩托车禁行路段,近日，北京市阜石路、莲石路等城市快速路入口增加了“摩托车禁行”的交通标识牌。有网友、摩友发帖称，这意味着增加了摩托车禁止通行的路段。对此，北京市公安交管局表示，并没有新增加摩托车禁止通行的路段，而是根据《北京市实施中华人民共和国道路交通安全法办法》第34条“摩托车只准在辅路、慢速车道行驶”的规定，交管部门在这些规定摩托车禁止进入的道路入口“补齐”了相应的禁令标志，进一步明确通行规定，提示摩托车驾驶人按规定、守法行驶。,2023/11/7,“北京网络举报”微信公众号,https://www.piyao.org.cn/20231107/d0810a5ef0ea4b0f88947b295cc898d8/c.html,北京增摩托车禁行标识，实为明确通行规定，加强法治意识。,北京,无,公共政策
冷天容易血压高，可多吃降压药,血压除每天的波动外，也有季节性波动，一般呈现“秋冬高，春夏低”的特点。《高血压患者血压季节性变化临床管理中国专家共识》指出，对于冬季血压升高显著者，如确定为血压季节性变化引起，可根据情况及时灵活调整降压药种类和剂量，但要遵医嘱用药，不凭感觉换药、停药，不私自调整剂量。同时，降压治疗不能过急、过度，除高血压危象外，降压治疗应缓慢进行，使血压在4~12周达标。如果血压降得太低，会导致大脑血流灌注不足，甚至诱发脑卒中。,2023/11/7,“健康中国”微信公众号,https://www.piyao.org.cn/20231107/d0810a5ef0ea4b0f88947b295cc898d8/c.html,血压有季节波动，冬高夏低；需合理调整药物，避免自行操作；降压过程应缓慢，防止低血压风险。,无,无,食药卫生
外卖平台停止向45岁以上骑手派单,近日，一张“配送服务年龄到限通知”的截图在网络流传，称“年龄超过45岁后，就不再符合某外卖平台及配送服务商的服务规范，系统将不再派送订单”。经向该外卖平台核实，此信息为谣言。该平台工作人员在接受记者采访时称，考虑到配送过程中相关安全因素，会对骑手的年龄限制在18周岁至57周岁之间，在此年龄范围内，且具有完全民事行为能力和相应的独立劳动能力，身体健康、持有有效健康证且无相关类型疾病，符合无违法犯罪记录、熟练驾驶相关车辆等要求的人员均可注册为网约配送员，网传“配送员年龄上限为45岁”系虚假信息。,2023/11/6,北京网络辟谣、上海网络辟谣、湖北网络辟谣,https://www.piyao.org.cn/20231106/374d6bcee56c4ce782d6543858936d20/c.html,谣言称45岁后无法配送，官方：年龄限制18-57岁。,无,无,公共政策
冷空气和寒潮是一回事,寒潮是冷空气的一种，但并不是所有冷空气都是寒潮。根据强弱程度，我国将冷空气分为弱冷空气、较强冷空气、强冷空气和寒潮四个等级。在气象学意义上，寒潮天气过程是一种大规模的强冷空气活动过程，有着严格的“门槛”。根据国家标准，使某地的日最低气温24小时内降温幅度≥8°C，或48小时内降温幅度≥10°C，或72小时内降温幅度≥12°C，而且使该地日最低气温≤4°C的冷空气活动，就是寒潮。值得注意的是，由于主要体现的是降温幅度，所以寒潮不全都出现在一年中最冷的时候。根据近11年中央气象台发布寒潮预警的数据可以发现，每年11月出现寒潮过程最多，其次为12月和3月，最冷的1月和2月反而较少。,2023/11/6,央视新闻,https://www.piyao.org.cn/20231106/374d6bcee56c4ce782d6543858936d20/c.html,寒潮是特定强冷空气活动，有严格标准，非全年最冷时都会发生，冬季频次较高。,无,无,科学常识
行人发生交通事故，斑马线外赔偿3万斑马线内赔偿30万,近日，有网友发布视频称，“行人发生交通事故，如果在斑马线上被撞，可以赔偿30万，如果在斑马线以外的地方被撞，只能赔偿3万。”对此，公安部交通管理局2日发布微博回应，“网传视频中的说法并不严谨，发生交通事故后，交警会根据当事人的违法行为来判定各方应该承担的责任，同时，交通事故的赔偿额度是根据此次事故所造成的人员损害程度和财产损害程度来计算的，并非网传的30万和3万的区别。”,2023/11/3,公安部交通管理局,https://www.piyao.org.cn/20231103/2cb7c533a7be417b9e3e83ab5c8b9124/c.html,网传交通事故赔偿差异不实，交警判定责任，按损害程度赔偿。,无,无,公共政策
红枣与虾皮同吃会中毒,红枣和虾皮不能同吃的传言，其实是海鲜和水果相克的“翻版”；传言的所谓“科学依据”，无非是“红枣所含的维生素C能和海鲜中的砷发生化学反应生成砒霜”。但事实上，虾皮等海产品中有机砷绝大部分是稳定的，微量的无机砷在体内也很快会被代谢出去，所以它们并不会跟红枣等果实中所含的维生素C反应生成三氧化二砷（也就是俗称的砒霜），从而导致食物中毒。即使红枣和虾皮等海鲜中的砷能发生反应，还存在剂量多少的问题。以海虾为例，按照我国标准，每千克鲜虾中的无机砷含量不超过0.5毫克，即使鲜虾的无机砷含量达到1毫克/千克，那也得一次吃10千克以上的虾，再摄入大量的维生素C，才有可能急性中毒。所以，抛开剂量谈毒性完全是危言耸听。,2023/11/3,中国消费者报,https://www.piyao.org.cn/20231103/2cb7c533a7be417b9e3e83ab5c8b9124/c.html,红枣与虾皮不冲突，传言误解成分与实际不符，过量摄入才可能中毒。,无,无,科学常识
重庆公租房“不摇号直接分房”“一次申请永久居住”,近日，有人在社交平台发布短视频称“重庆公租房不摇号直接分房”“一次申请永久居住”“永不涨租”。为此，重庆市联合辟谣平台向重庆市公共租赁房管理局核实，证实该信息为虚假信息。《重庆市公共租赁住房管理暂行办法》对公租房配租方式、退出机制、公租房租金浮动等事项都有明确的规定。,2023/11/2,“重庆辟谣”微信公众号,https://www.piyao.org.cn/20231102/b9b71361ab2e4531900e49b8ed8b9a3e/c.html,重庆公租房辟谣：无直接分房，非永久居住，不永不涨租。,重庆,无,公共政策
每天吃1个西红柿能美白,虽然西红柿含有维生素C，但也并不代表吃了就能美白。首先，西红柿的维生素C含量并不高，只有14毫克/100克，这个含量都没有大白菜高，仅为大白菜的37%。其次，维生素C虽然能抑制酪氨酸酶（黑色素合成的关键酶）的活性，抑制酪氨酸转化为黑色素，但这主要是针对外用情况，目前还没有证据表明通过食物摄入的维生素C也能美白。,2023/11/2,健康时报,https://www.piyao.org.cn/20231102/b9b71361ab2e4531900e49b8ed8b9a3e/c.html,西红柿含VC但不显著，无法通过食用实现美白。,无,无,食药卫生
网传视频显示四川宜宾三江口有人非法捕捞,近日，有网民发布了一艘小船夜行于四川省宜宾市三江口江面的视频。视频中，小船上有人将渔网放入江中再拉起。发布者声称“水幕电影过来一点点正对三江口，有渔船在打鱼，正在下网。”对此，四川省宜宾市农业农村局回应称，网传视频中显示的画面是科研机构在进行科研调查，有合法捕捞资质。由于一些鱼类生活习性特殊，白天捕捞很难捕到鱼，所以选择夜晚作业。科研机构在特捕时会悬挂特捕的旗帜，随身要携带特捕的批文，一方面是接受群众的监督，一方面接受其他相关部门监督，捕捞起来的鱼最后会放归到天然水域。,2023/11/1,四川互联网联合辟谣平台,https://www.piyao.org.cn/20231101/effd9b283f19495299e9b637f1824218/c.html,科研机构夜间合法捕鱼，进行科研调查，捕捞物放归自然。,四川,无,科学常识
儿童可以服用阿奇霉素以预防支原体肺炎?,近期，全国多地出现肺炎支原体感染患者，阿奇霉素作为儿童支原体肺炎的首选用药，一时间也成为大家关注的焦点。不少家长轻信网络上所谓的使用“攻略”，擅自给孩子服用阿奇霉素来预防支原体肺炎。事实上，阿奇霉素并没有预防作用。阿奇霉素属于处方药，须严格遵医嘱服用，家长千万不能给孩子随便吃，以免用药不当导致耐药，甚至可能引发更严重的后果。同时提醒，并非孩子一出现发烧、咳嗽症状就是患上支原体肺炎，家长应及时带孩子去医院就诊，经过医生详细询问和查体，再结合病原学检查和肺部CT，才能明确孩子的病症，医生会根据病情、孩子的身体状况等确定治疗方式并科学指导用药。,2023/11/1,中国互联网联合辟谣平台,https://www.piyao.org.cn/20231101/effd9b283f19495299e9b637f1824218/c.html,阿奇霉素非预防药，勿自行给孩子用，需遵医嘱。,无,无,食药卫生
多地将推行按“工龄退休”,近日，一则“全国工龄退休政策曝光：只要在同一家单位工作满25年，无论年龄大小，都可以提出工龄退休申请”的消息在网上流传。对此，山东人社、河北人社、四川人社回应称，相关文章和截图内容不实。目前，各地严格执行国家统一规定的退休政策，不存在将按“工龄退休”的情况。,2023/10/30,中国新闻社、四川互联网联合辟谣平台、山东互联网联合辟谣平台、河北互联网联合辟谣平台,https://www.piyao.org.cn/20231030/99e0a6795fea4a52a8e09eb3d02fc75b/c.html,网传工龄退休政策被官方否认，各地执行国家统一退休规定。,无,无,公共政策
硬“能量石”“保健石”可放心佩戴,近年来，国内海关多次在检查中发现带有强辐射的石头、吊坠和所谓“保健镭石”“保健腰带和手串”“放射性超标节油卡”“放射性超标能量石”等物品。实际上，“能量石具有保健效果”的说法从物理学角度看并没有科学依据。物理学家黄晓菁教授10月24日接受采访时表示，“自然界里存在一些物质会自发产生辐射，这类辐射实际上是一种电磁波，能量很高，可能对我们生物体造成一定的破坏，使生物体内的DNA发生微观结构的改变，人在一般情况下要尽可能避免接触。”因此，所谓的“能量石”“保健石”不但难以起到保健的效果，反而可能对身体造成伤害。对来源不明，信息不全的所谓的“能量物质”，消费者还需要擦亮眼睛，谨慎提防。,2023/10/30,“健康时报”微信公众号,https://www.piyao.org.cn/20231030/99e0a6795fea4a52a8e09eb3d02fc75b/c.html,国内海关多次查获辐射超标的"保健石"，专家称难以保健还可能伤身。,无,无,科学常识
2024年职工医保缴费将不再划入个人账户,近日，一篇名为《职工注意！2024年起，职工医保缴费将彻底改变》的文章和相关截图在网上传播，文中声称“职工医保费将不再划入个人账户”“个人将不再有自己的医保账户”。对此，10月27日，国家医保局发布辟谣声明称，上述相关内容纯属造谣。,2023/10/27,中国互联网联合辟谣平台,https://www.piyao.org.cn/20231027/b4179ef9eca844d4ad53ca733e4941fa/c.html,谣言称2024年职工医保缴费大变革，个人账户取消，国家医保局辟谣。,无,无,公共政策
A型血少吃肉，O型血限水果,按照血型进食不科学，未必能够帮助提高该血型人群的健康质量。人是非常复杂的个体，“血型饮食法”没有考虑到个人病史、药物使用情况、食物耐受等因素，将人体特性和对食物的吸收分解能力简单归结到血型上，缺乏科学性。理想的饮食方式，应建立在全面考虑个体状况的基础上，同时参考《中国居民膳食指南（2022）》，做到食物多样、合理搭配。,2023/10/27,生命时报,https://www.piyao.org.cn/20231027/b4179ef9eca844d4ad53ca733e4941fa/c.html,血型饮食法缺乏科学依据，应个性化调整饮食。,无,无,科学常识
天津出现肺吸虫病例已致数百人感染,近日，网上流传“天津出现一种新型传染病——肺吸虫病，已导致数百人感染，其中10多例死亡” “一天确诊5000人”等相关信息，引发部分市民恐慌。经核实，以上内容为虚假信息。今年以来，天津市专业部门未接到肺吸虫病例报告。天津市互联网违法和不良信息举报中心提醒广大市民，及时关注官方权威消息，不传播未经证实信息。,2023/10/26,“天津辟谣”微信公众号,https://www.piyao.org.cn/20231026/1a672b1ebfa94d79826716d037e91b47/c.html,网传天津肺吸虫病疫情虚假，官方辟谣，关注官方消息，勿传未经证实信息。,天津,无,突发事件
硬水洗头会掉头发,并不会，但会影响发质。水的硬度是指溶解在水中的盐类物质含量，也就是钙盐与镁盐含量。硬水是含有较多可溶性钙镁化合物的水，它的PH值偏高，呈碱性。由于皮肤会分泌汗水和脂肪酸，所以头皮呈酸性。当酸性的头皮遇到碱性的硬水和洗发水，头发会不可避免地受到损伤，并因此变得干涩枯燥，长此以往头发的韧性会逐渐降低。但硬水洗头不会导致脱发，只会影响发质。建议大家使用弱酸性洗发水，定期清洗热水器和淋浴头，避免因洗发水成分和水垢等因素影响发质。,2023/10/26,科学辟谣平台,https://www.piyao.org.cn/20231026/1a672b1ebfa94d79826716d037e91b47/c.html,硬水影响发质，使头发干涩，弱酸性洗发水建议使用。,无,无,科学常识
深圳地铁4号线高架桥衔接处出现裂缝,近期，有网民发布信息称，深圳地铁4号线某个高架桥的衔接处疑似出现“裂缝”，引发社会关注。对此，深圳地铁运营方进行释疑：网传图片显示的位置为桥墩承托及连接两边高架桥的地方，一边是大跨度钢箱梁，为正方形断面，另一边是典型混凝土结构梁，为上宽下窄梯形断面。由于两边断面的形状不一，因此两者的连接处会有缝隙，而非“裂痕”。此为高架桥设计的一部分，实际上桥梁是稳固安全的。,2023/10/25,广东网络辟谣平台、深圳新闻网,https://www.piyao.org.cn/20231025/3c7d806fab904f79a5164cc5d02411bf/c.html,深圳地铁4号线高架桥非裂缝，实为设计间隙，稳固安全。,广东,深圳,公共安全
拍X线片会导致甲状腺癌,如果接受正常医用X光检查不会导致甲状腺癌。包括X线片、超声造影、CT等医源性射线一般属于电离辐射，但拍X线片的辐射剂量非常低，不会致癌。比如，牙齿全景片的剂量约26微希沃特，胸部CT平扫为5.7-8.0毫希沃特，远低于100毫希沃特的确定性辐射剂量（希沃特是辐射剂量的一种单位，1希沃特=1000毫希沃特；1毫希沃特=1000微希沃特）。但对于婴幼儿这一类特殊人群，按照电离辐射保护原则，在做X线片时可采用铅围脖防护敏感组织器官部位，尽量减少受到的辐射量。,2023/10/25,“人卫健康”微信公众号,https://www.piyao.org.cn/20231025/3c7d806fab904f79a5164cc5d02411bf/c.html,正常X光检查不致甲状腺癌，剂量低，安全；婴幼儿需防护减少辐射。,无,无,科学常识
保定化粪池爆炸致1死5重伤30轻伤,近日，有网民在微信群内发布“保定市化粪池爆炸了，死了一个，重伤五个，三十人轻伤”的信息，引发关注。经保定市莲池区网警核查发现，此信息为徐某某（男，22岁，保定市莲池区人）为博眼球、引关注而故意编造的不实信息。目前，当地警方已依法对徐某某进行批评教育并予以行政处罚。,2023/10/24,保定网警,https://www.piyao.org.cn/20231024/6fe4190ff1744fa888c5a2835753ee0d/c.html,男子编造爆炸谣言被处罚,无,无,突发事件
长沙交警执法时推倒电动车,近日，一段“长沙交警执法时推倒电动车”的网络视频引发关注。对此，长沙市公安局望城分局通过调取涉事交警的执法记录仪，还原了事实真相：两台电动车发生刮擦，造成两名车主摔倒，执勤交警发现后上前救助，并随即将伤者送往医院治疗，经诊断已无大碍。然而，网民李某某（男，28岁，岳阳市平江县人）为博取关注，发布虚假短视频，故意将交警扶人的事实造谣成为“交警推人”，恶意炒作，误导网民。李某某因涉嫌虚构事实、散布谣言、扰乱公共秩序，被望城分局依法处以行政拘留5日的处罚。,2023/10/23,“中央政法委长安剑”微信公众号、“长沙警事”微信公众号,https://www.piyao.org.cn/20231023/122e994b18164a1894c6372a2eb95546/c.html,长沙交警误被网传推倒电动车，实为救助并送医，涉事男子因造谣被拘。,无,无,突发事件
身份证和手机放在一起会被消磁,身份证和手机贴合在一起不会被消磁。第二代身份证采用的是无线射频识别技术，没有磁条，也就不存在被手机消磁的情况。如果身份证存在无法读取数据的情况，一般是芯片或线圈损坏造成的。因此，在使用身份证的过程中，要避免重力扭曲、重压或者放置在高温下，以防芯片和线圈受损。,2023/10/20,“人民网科普”微信公众号,https://www.piyao.org.cn/20231020/f6eab2f4f17a41c593e712c782e73b00/c.html,身份证无磁条，不惧手机贴合，防损关键在避重压、高温。,无,无,科学常识
补钙吃药就能预防骨质疏松,并非如此。骨质疏松症是因骨量降低和骨组织微结构损坏，导致骨脆性增加、容易发生骨折的一种代谢性骨病。仅靠补钙吃药预防骨质疏松是远远不够的，最重要的措施是调整生活方式。吃：合理补充维生素D和钙剂；低盐饮食，适量摄入蛋白质。动：适合骨质疏松患者的运动类型包括有氧运动、肌力增强运动、平衡运动等。老年骨质疏松患者应缩短久坐及卧床时间，每天应完成上下午各一小时中等强度的运动。锻炼前要充分热身、伸展。晒：晒太阳时间尽量选择在11时-15时，每日15-30分钟。应尽量多露出一些皮肤，不能隔着玻璃和涂防晒霜。老年人接受适量阳光，有助于预防骨质疏松和抑郁症。戒：调整不健康的生活方式，戒烟、戒酒，减少碳酸饮料、咖啡等摄入。,2023/10/20,“人民网+”客户端 ,https://www.piyao.org.cn/20231020/f6eab2f4f17a41c593e712c782e73b00/c.html,骨质疏松需综合防治：补钙、晒太阳、运动、调整生活。,无,无,科学常识
中储粮决定停止对外收购玉米,近日，有自媒体发布“中储粮停止收购玉米”的消息。对此，中国储备粮管理集团有限公司官方微博18日发布声明称，经核实，该消息与事实不符，公司近期从未发布相关信息。目前，公司所属企业正在有序开展储备轮入收购业务。请社会各界提高警惕，注意甄别，切勿轻信。,2023/10/19,“新华网”微信公众号、@中储粮集团,https://www.piyao.org.cn/20231019/52a030a1a33440bc93c565db5422b7c4/c.html,自媒体误传中储粮停收玉米，官方辟谣并提醒公众甄别。,无,无,公共政策
腰椎间盘突出，推拿能“按”回去,腰椎间盘突出是一种常见的脊柱问题。对于早期和轻度腰椎间盘突出的患者而言，在合适的情况下，推拿可以通过作用于腰椎间盘附近的肌肉、关节等，暂时减轻腰椎间盘的压力，缓解腰椎痛的症状。但是对于已经突出或脱出的椎间盘组织，推拿是不能“按”回去的。因为腰椎间盘被后纵韧带、椎管、椎弓和坚硬的棘突等多层组织保护，隔着多层组织的情况下，推拿无法将其复位，应及时到医院就诊。,2023/10/19,科学辟谣平台,https://www.piyao.org.cn/20231019/52a030a1a33440bc93c565db5422b7c4/c.html,推拿可缓解轻度腰椎间盘突出症状，但无法复位突出或脱出组织。,无,无,食药卫生
江苏无锡一工厂发生爆燃，2人死亡,近日，一则名为“江苏无锡一工厂突发爆燃，造成2人死亡”的视频在网上传播。根据无锡市公安局10月17日警情通报，该视频为虚假视频。经查，范某振为博取流量、获得收益，使用AI软件拼凑、嫁接网上搜索的视频素材，编造“江苏无锡一工厂发生爆燃”的虚假视频，在网络平台发布引流，后被多人转发，造成不良社会影响。赵某、林某设立所谓传媒公司，向范某振等多人违法出售网络账号，传授编造虚假视图方法。目前，3人已被公安机关依法采取刑事强制措施。,2023/10/18,江苏省互联网违法和不良信息举报中心、“平安无锡”微信公众号,https://www.piyao.org.cn/20231018/00a1eec811fc49278a190bc2f5789c7c/c.html,"无锡工厂爆燃系伪造,三人涉传假视频被捕",江苏,无锡,突发事件
狂犬病潜伏期长达十几年,该说法没有科学依据。狂犬病潜伏期长短不一，一般为1至3个月，个别人可短至几天，长至一年以上，目前公认的最长潜伏期是6年。狂犬病目前属于可防不可治疾病，一旦发病，死亡率几乎高达100%。在亚洲和非洲，狗是主要的传染源，猫也可以传染狂犬病。建议大家日常生活中做好防护，尤其饲养猫狗作为宠物的家庭，一定给宠物注射疫苗，将风险降到最低。如果不慎被动物咬伤，首先用肥皂水（或其他弱碱性清洁剂）与流动清水（或生理盐水）交替清洗伤口至少15分钟。随后及时到指定的狂犬疫苗接种门诊就诊，对伤口进行分级诊断，尽快完成疫苗接种，有必要时，接种被动免疫抑制剂（蛋白）。,2023/10/18,科学辟谣平台,https://www.piyao.org.cn/20231018/00a1eec811fc49278a190bc2f5789c7c/c.html,狂犬病潜伏期不定，最长6年，发病近100%致死，主要传染源为狗和猫，建议宠物接种疫苗，被咬伤后立即清洗伤口并就医接种疫苗。,无,无,科学常识
西南大学药学院发生爆炸,近日，一段“西南大学药学院爆炸了？”的视频在网上流传。对此，重庆市互联网举报中心向西南大学校方求证，初步证实此视频为不实信息。西南大学表示，已组织校内责任部门对每个楼层进行排查，未发现任何疑似爆炸情况。目前，该谣言线索已转交相关部门进一步核查。,2023/10/17,重庆市互联网举报中心,https://www.piyao.org.cn/20231017/22927f82746d46fe984272754ef3c9b8/c.html,西南大学回应网传爆炸视频：为不实信息，已排查无爆炸情况,无,无,突发事件
苏锡常将设立经济特区,近日，有网络传言称“苏锡常将设立经济特区”。经苏州市网络联合辟谣平台向有关方面了解，此信息内容不实，为个别网民杜撰编造。请广大网民不信谣、不传谣。,2023/10/16,江苏互联网举报中心、“江苏新闻”微信公众号、苏州市网络联合辟谣平台,https://www.piyao.org.cn/20231016/cfa4b47475c7407f93f19885a41606ec/c.html,苏锡常未设立经济特区，网络传言不实。,无,无,时事政治
打呼噜必须终身佩戴呼吸机,近日，有关“打呼噜需终身佩戴呼吸机”的话题一度冲上热搜，引起热议。那么，是否打呼噜就必须要终身佩戴呼吸机？实际上，很多人打呼噜只是在劳累、酒后，或者睡觉姿势有问题等偶然情况下才会出现，如持续时间不长、频次不高时，一般不会对心、脑、肾等重要脏器造成伤害，可以暂且称其为“良性呼噜”。如果呼噜进一步发展，变得整夜鼾声不断，甚至出现呼吸暂停，那么就成为“恶性呼噜”了。“恶性呼噜”可以造成睡眠过程中反复出现上气道堵塞，呼吸气流间断，影响氧气交换，引发血氧饱和度下降，临床上称为阻塞性睡眠呼吸暂停综合征。该病可在引起机体代谢性障碍的基础上，增加高血压、心脑血管疾病、糖尿病、老年痴呆、呼吸系统疾病以及儿童生长发育障碍等慢性病的患病率。,2023/10/16,中国互联网联合辟谣平台,https://www.piyao.org.cn/20231016/cfa4b47475c7407f93f19885a41606ec/c.html,打呼噜分良恶性，长期严重可致多种慢性病。,无,无,科学常识
广州地铁遭受恐怖袭击,10月12日下午，一则“广州地铁遭受恐怖袭击”的信息在网络社交平台传播。经当地公安部门查证，该信息系犯罪嫌疑人谭某为炫耀其可通过计算机编程技术生成特定页面的能力而编发的谣言，广州辖区未收到任何相关警情，社会治安秩序正常，广州地铁运行正常。目前，谭某已被警方依法刑事拘留，案件仍在进一步侦办中。,2023/10/13,广州公安、广东省互联网举报中心,https://www.piyao.org.cn/20231013/4c8004747962411da60ab07f58f757d6/c.html,谣言称广州地铁遇恐袭，实为谭某炫耀编程能力，已被刑拘。,无,无,突发事件
上海要申办2036年夏季奥运会,近日，一则“上海宣布申办2036年奥运会”的消息在网上流传。对此，上海市体育局表示，上海目前尚没有申办奥运会的计划。据介绍，国际奥委会近日正式确认，上海将作为奥运会资格系列赛的主办城市之一，于2024年5月16日至19日在黄浦滨江举行相关赛事。但奥运会资格系列赛是运动员获取奥运参赛资格的比赛，与综合性的奥运会有很大的区别，两者间不能划等号。,2023/10/12,上海辟谣平台,https://www.piyao.org.cn/20231012/cc07f41400e84c998d4058c4dc006e72/c.html,上海否认申办2036年奥运会，将主办资格系列赛。,上海,无,公共政策
